Region,Item_Code,Item,first_sale_date,last_sale_date,mean_demand,std_demand,cv,demand_count,total_periods,adi,Category,seasonality_score,final_category,ABC_classification
IND,200040,CYL DIA70 M/C LG02 BP02,04-01-2023,03-01-2025,27.2173913,17.56276154,0.416382641,23,24,1.043478261,Smooth,1.161555016,Seasonal,B
IND,210020,"CYL NO1 DIA70 M/C TS03,10,15LB",04-01-2023,03-01-2025,150.625,31.48334618,0.043688552,24,24,1,Smooth,0.919777382,Smooth,A
IND,00021002B,CYL NO1 DIA70 M/C SP,04-01-2023,02-01-2025,3.5625,3.326033674,0.871652816,16,23,1.4375,Lumpy,1.077319099,Lumpy,C
IND,00021003A,CYL HEAD DIA70 W/LAPPING SP,04-01-2023,03-01-2025,1.615384615,0.767947648,0.226001512,13,24,1.846153846,Intermittent,0.998995557,Intermittent,C
IND,00021003B,HEAD DIA70 CYL-FV M/C SS02EXP,04-01-2023,03-01-2025,14.52173913,8.810477055,0.368096415,23,24,1.043478261,Smooth,1.203195247,Seasonal,C
IND,210040,CYL DIA50 M/C TS02/03,04-01-2023,03-01-2025,68.95833333,20.65130624,0.089685357,24,24,1,Smooth,0.991581898,Smooth,A
IND,00021004C,CYL DIA50 M/C HP03/05,04-01-2023,12-01-2024,5.857142857,3.61316275,0.380542717,14,21,1.5,Intermittent,0.992621494,Intermittent,C
IND,00021010A,CYL DIA100 D/V M/C SS15 TS12,04-01-2023,03-01-2025,187.9166667,90.70013502,0.232962097,24,24,1,Smooth,0.845628711,Smooth,A
IND,00021010D,CYL DIA100 M/C SS07 EXPORT,04-01-2023,03-01-2025,188.9166667,41.91597876,0.049228735,24,24,1,Smooth,1.066258114,Seasonal,A
IND,00021011C,CYL DIA60 M/C HP07/10/20,04-01-2023,03-01-2025,10.63157895,7.064862398,0.441582525,19,24,1.263157895,Smooth,0.923430343,Smooth,B
IND,210260,CENTRAL COOLER M/C SS07/10,04-01-2023,03-01-2025,4.826086957,2.774103851,0.330411493,23,24,1.043478261,Smooth,1.007320065,Seasonal,C
IND,210270,CENTRAL COOLER M/C SS03/05,04-01-2023,03-01-2025,3.388888889,2.992911014,0.779961111,18,24,1.333333333,Lumpy,0.874397664,Lumpy,C
IND,210400,HEAD DIA60 CYL M/C LG CRC ICRC,04-01-2023,03-01-2025,22.33333333,30.00555504,1.805079082,21,24,1.142857143,Erratic,0.817234762,Erratic,B
IND,00021238C,HEAD DIA100 CYL M/C SS07EXPORT,04-01-2023,03-01-2025,164.625,52.45935279,0.101544003,24,24,1,Smooth,1.197222366,Seasonal,A
IND,00021239A,HEAD DIA100 CYL M/C D/V SS15,04-01-2023,03-01-2025,16.31818182,22.11740612,1.837066382,22,24,1.090909091,Erratic,0.950150786,Erratic,B
IND,213020,HEAD DIA60 CYL M/C TRC1000MN/B,04-01-2023,03-01-2025,12.1875,14.69339421,1.45349989,16,24,1.5,Lumpy,1.064727042,Lumpy,C
IND,213930,HEAD DIA70 CYL-FV M/C TS10/12,04-01-2023,03-01-2025,16.08333333,9.468100524,0.346556137,24,24,1,Smooth,1.086805454,Seasonal,C
IND,215130,CYL DIA127 HONING HV40,04-01-2023,03-01-2025,2.833333333,2.208797836,0.607738282,12,24,2,Lumpy,0.695968504,Lumpy,C
IND,215150,HEAD DIA127 M/C HV,04-01-2023,01-01-2025,4.153846154,4.758258677,1.312185642,13,22,1.692307692,Lumpy,1.249535096,Lumpy,B
IND,215210,CYL DIA220 HONING HV40,04-01-2023,03-01-2025,2.363636364,1.911686547,0.654142012,11,24,2.181818182,Lumpy,0.479388201,Lumpy,B
IND,215230,HEAD DIA220 CYL M/C HV30/40,04-01-2023,03-01-2025,1.7,0.823272602,0.234525183,10,24,2.4,Intermittent,1.00955183,Intermittent,C
IND,215930,CYL HEAD DIA50 W/LAPPING SP10/,04-01-2023,03-01-2025,1.333333333,0.651338947,0.238636364,12,24,2,Intermittent,1.231566988,Intermittent,C
IND,216100,HEAD DIA197 CYL M/C HV/3UC/4UC,04-01-2023,01-01-2025,4.75,6.956030739,2.144547973,12,22,1.833333333,Lumpy,1.317201996,Lumpy,B
IND,216180,I/C ASSY RADIATOR HV40,04-01-2023,02-01-2024,1,0,0,4,11,2.75,Intermittent,1.063112569,Intermittent,C
IND,218840,CYL DIA84 HP M/C TRC1000DCM,04-01-2023,02-01-2025,28.4,33.86312317,1.421730697,10,23,2.3,Lumpy,1.101030867,Lumpy,B
IND,219930,HEAD DIA 50 CYL M/C TS02/03,04-01-2023,03-01-2025,8.208333333,7.818479596,0.90726602,24,24,1,Erratic,1.197428684,Seasonal,C
IND,310040,FLAT VALVE DIA70 CYL SS02/03,04-01-2023,03-01-2025,33.875,22.40014072,0.437263157,24,24,1,Smooth,0.903415395,Smooth,B
IND,310070,FLAT VALVE DIA100 CYL SS07/10,04-01-2023,03-01-2025,56.75,19.11805429,0.113489491,24,24,1,Smooth,1.002176762,Seasonal,B
IND,00031009A,I/C M/C TS07 LB,04-01-2023,03-01-2025,5.761904762,6.425766584,1.243706031,21,24,1.142857143,Erratic,1.318564639,Seasonal,C
IND,317770,COVER FLY END M/C SS15 TS10/12,04-01-2023,03-01-2025,11.45833333,12.81975095,1.251746173,24,24,1,Erratic,0.705601441,Erratic,B
IND,317820,ELEMENT FILTER B TYPE,04-01-2023,03-01-2025,418.7916667,140.9529614,0.113279767,24,24,1,Smooth,0.974950149,Smooth,B
IND,318090,COVER FREE END M/C SS15 TS10,04-01-2023,03-01-2025,12.19047619,9.405418904,0.595271301,21,24,1.142857143,Erratic,1.031759255,Seasonal,C
IND,319290,VALVE PLUG SUC  M/C LG3CDB/HV,04-01-2023,02-01-2025,29.09090909,21.05527666,0.523850446,22,23,1.045454545,Erratic,0.837526343,Erratic,B
IND,319300,VALVE PLUG DISCH M/C LG3CD/HV,04-01-2023,03-01-2025,31.54166667,24.1030021,0.583946422,24,24,1,Erratic,1.132274291,Seasonal,B
IND,320290,FLAT VALVE DIA50 CYL HP03/05,04-01-2023,03-01-2025,11.11764706,17.21511818,2.397696733,17,24,1.411764706,Lumpy,0.355052114,Lumpy,C
IND,320340,FLAT VALVE DIA60 CYL HP07/10,04-01-2023,03-01-2025,8.791666667,8.34046796,0.899991504,24,24,1,Erratic,0.651753801,Erratic,C
IND,320790,SUCTION BEND & FLG TRC2507,04-01-2023,11-01-2024,7.4,7.797435476,1.110299489,5,20,4,Lumpy,0.181148677,Lumpy,C
IND,320920,CYL DIA197 HONING HV20/25,04-01-2023,03-01-2025,5.894736842,3.942570183,0.447332058,19,24,1.263157895,Smooth,0.625110924,Smooth,B
IND,325520,STAINER ELEMENT 6CD 3UC,04-01-2023,02-01-2025,26,37.15249241,2.041875284,14,23,1.642857143,Lumpy,0.538411683,Lumpy,B
IND,329670,C/SHAFT BALANCING TRC 1000 DCM,04-01-2023,03-01-2025,11.8125,10.11414027,0.733118707,16,24,1.5,Lumpy,0.981733898,Lumpy,A
IND,330660,M/FOLD DEL TRC2507,04-01-2023,12-01-2024,6.833333333,7.167054253,1.100059488,6,21,3.5,Lumpy,0.298368231,Lumpy,C
IND,330940,VALVE FINGER TYPE DIA50 CYL,04-01-2023,03-01-2025,119.9166667,72.00598808,0.360560488,24,24,1,Smooth,1.008442953,Seasonal,C
IND,330950,VALVE FINGER TYPE DIA60 CYL,04-01-2023,03-01-2025,418.5833333,285.7514756,0.466029168,24,24,1,Smooth,1.173693233,Seasonal,B
IND,330960,VALVE FINGER TYPE DIA70 CYL,04-01-2023,03-01-2025,248.7083333,90.73922462,0.133109623,24,24,1,Smooth,0.933685631,Smooth,B
IND,330970,VALVE FINGER TYPE DIA100 CYL,04-01-2023,03-01-2025,816.875,277.6344661,0.115514246,24,24,1,Smooth,1.102530751,Seasonal,B
IND,334010,PIPE ASSY CONTG NO.2 SS15 TS10,04-01-2023,01-01-2025,5.444444444,4.503085362,0.684089963,9,22,2.444444444,Lumpy,1.204755008,Lumpy,C
IND,334020,PIPE ASSY CONTG NO.3 TS10/12,04-01-2023,06-01-2024,4.333333333,3.881580434,0.802366864,6,15,2.5,Lumpy,1.280753651,Lumpy,C
IND,340370,C/SHAFT LG02100,04-01-2023,03-01-2025,8.875,6.117064513,0.475061021,24,24,1,Smooth,0.999278062,Smooth,C
IND,400120,PULY MOTOR M/C BP02100,04-01-2023,04-01-2024,1,0,0,3,13,4.333333333,Intermittent,1.098891136,NC,C
IND,400540,DIPSTICK WITH PLUG-CRC150,04-01-2023,03-01-2025,68.88888889,62.58882577,0.825458507,9,24,2.666666667,Lumpy,1.354221066,Lumpy,C
IND,00041002A,GASKET 0.75C/CASE TO CYL TS02,04-01-2023,03-01-2025,140.0833333,130.0564816,0.861967849,24,24,1,Erratic,0.985771326,Erratic,C
IND,00041002B,GASKET 0.4 C/CASE TO CYL TS02,04-01-2023,03-01-2025,53.27777778,49.94209065,0.878701227,18,24,1.333333333,Lumpy,0.660936338,Lumpy,C
IND,00041004B,GASKET 0.4 C/CASE TO CYL TS05,04-01-2023,03-01-2025,87.31818182,60.58082862,0.481350082,22,24,1.090909091,Smooth,0.932295005,Smooth,C
IND,00041004C,GASKET 0.75 C/CASE TO CYL TS05,04-01-2023,03-01-2025,381.1666667,236.3607535,0.384521744,24,24,1,Smooth,0.973223189,Smooth,B
IND,00041017A,"ERMETO  1""X3/4""BSP TRC1000MN",04-01-2023,03-01-2025,37.05882353,38.64982307,1.087706601,17,24,1.411764706,Lumpy,0.797202757,Lumpy,C
IND,410750,PULY MOTOR M/C SS10 TS07 HP10,04-01-2023,10-01-2024,2.25,1.892969449,0.70781893,4,19,4.75,Lumpy,1.330356626,Lumpy,C
IND,411040,PKG HAND HOLE COVER,04-01-2023,03-01-2025,99.19047619,104.6286859,1.112657733,21,24,1.142857143,Erratic,1.117310333,Seasonal,C
IND,411500,GASKET 50 CYL TO VALVE FLAT 0.,04-01-2023,03-01-2025,18.33333333,16.484336,0.80846281,21,24,1.142857143,Erratic,1.200604777,Seasonal,C
IND,411510,GASKET-0.75T-VF TO DIA 50 HEAD,04-01-2023,03-01-2025,16.66666667,16.51161208,0.98148,21,24,1.142857143,Erratic,1.20233411,Seasonal,C
IND,411520,GASKET 60 CYL TO VAL FLAT 0.75,04-01-2023,03-01-2025,28.16666667,25.64077369,0.828688558,24,24,1,Erratic,1.068113662,Seasonal,C
IND,00041152A,GASKET 60 CYL TO VAL FLAT 0.25,04-01-2023,03-01-2025,83.26315789,117.4548812,1.989923513,19,24,1.263157895,Erratic,1.175863855,Seasonal,C
IND,411530,GASKET VAL FLAT TO 60HEAD 0.75,04-01-2023,03-01-2025,32.5,25.86549457,0.633395323,22,24,1.090909091,Erratic,0.804324673,Erratic,C
IND,00041153A,GASKET 0.5 V/F TO 60 HEAD,04-01-2023,03-01-2025,53.95454545,83.91122138,2.418711162,22,24,1.090909091,Erratic,1.103103673,Seasonal,C
IND,411540,GASKET 70 CYL TO VALVE FLAT,04-01-2023,03-01-2025,35.59090909,30.47662506,0.733255927,22,24,1.090909091,Erratic,0.606813467,Erratic,C
IND,00041154A,GASKET 0.25T 70 CYL TO VALVE,04-01-2023,03-01-2025,40.45833333,28.45282773,0.494578112,24,24,1,Erratic,0.949002767,Erratic,C
IND,411550,GASKET VALVE FLAT TO 70 HEAD,04-01-2023,03-01-2025,33.63636364,28.07056661,0.69644092,22,24,1.090909091,Erratic,0.561058645,Erratic,C
IND,411560,GASKET 100CYL TO V/FLAT HP07,04-01-2023,03-01-2025,64.25,36.02565511,0.314396361,24,24,1,Smooth,1.01188586,Seasonal,C
IND,00041164A,GASKET C/CASE TO CYL LG01 0.25,04-01-2023,03-01-2025,77.05555556,90.06890971,1.366286884,18,24,1.333333333,Lumpy,1.157294225,Seasonal,C
IND,00041164C,GASKET 0.8 C/CASE TO CYL LG01,04-01-2023,03-01-2025,105.7727273,136.2745589,1.659900918,22,24,1.090909091,Erratic,1.213507643,Seasonal,C
IND,412040,"PIECE CONTG 1""BSP SS07/10 TS05",04-01-2023,03-01-2025,20.83333333,15.16766202,0.530053565,24,24,1,Erratic,0.877604088,Erratic,C
IND,413110,PISTON ASSY 100 SS/TS07 10 15,04-01-2023,02-01-2025,16.13636364,11.56058762,0.513273066,22,23,1.045454545,Erratic,1.074880935,Seasonal,B
IND,415040,PISTON ASSY 70 SS/TS02;03 HP03,04-01-2023,02-01-2025,2.733333333,2.374467359,0.754652843,15,23,1.533333333,Lumpy,1.198496901,Lumpy,C
IND,415190,PL DV SS15 TS12/15 HP20,04-01-2023,03-01-2025,231.25,285.8408648,1.527865595,16,24,1.5,Lumpy,0.914223419,Lumpy,B
IND,420340,SEAL OIL B32X45X7 SS02/03/05,04-01-2023,03-01-2025,187.875,284.4129442,2.291715642,24,24,1,Erratic,1.299968775,Seasonal,C
IND,420350,SEAL OIL B45X60X12.5 SS07/10,04-01-2023,03-01-2025,381.8333333,196.7964445,0.26563593,24,24,1,Smooth,1.091410773,Seasonal,B
IND,420360,SEAL OIL B50x72x12 TRC1000B,04-01-2023,03-01-2025,12.47368421,13.29314118,1.135705539,19,24,1.263157895,Erratic,1.137963653,Seasonal,C
IND,421830,SOL/V ASSY 220V G1/4,04-01-2023,03-01-2025,26.125,11.60701624,0.197391563,24,24,1,Smooth,1.117347852,Seasonal,B
IND,424060,PKG HV20/25/30 SP10/12/15/20,04-01-2023,03-01-2025,59.72727273,103.0229664,2.975244988,22,24,1.090909091,Erratic,0.176726056,Erratic,C
IND,424340,VALVE PL SUC TRC1000MN/1000B,04-01-2023,03-01-2025,130,110.7680975,0.726010144,15,24,1.6,Lumpy,0.881301487,Lumpy,C
IND,424350,VALVE SPRING SUC TRC1000MN,04-01-2023,03-01-2025,618.9375,805.5732922,1.694012169,16,24,1.5,Lumpy,0.687638474,Lumpy,B
IND,424360,VALVE SPRING DEL TRC1000MN,04-01-2023,03-01-2025,327.0769231,390.477584,1.425254458,13,24,1.846153846,Lumpy,0.57212049,Lumpy,B
IND,425460,GASKET FREE END COVER SS07/10,04-01-2023,03-01-2025,45.29166667,28.7076405,0.40175232,24,24,1,Smooth,1.109021646,Seasonal,C
IND,425470,GASKET FLY END COVER SS07/10,04-01-2023,03-01-2025,55.29166667,34.63534155,0.392391496,24,24,1,Smooth,1.030675129,Seasonal,C
IND,425500,GASKET FREE END COVER SS02/03,04-01-2023,03-01-2025,39.66666667,27.18801953,0.469789962,24,24,1,Smooth,0.898525137,Smooth,C
IND,425510,GASKET FLY END COVER SS02/03,04-01-2023,03-01-2025,36.66666667,18.11717097,0.244139418,24,24,1,Smooth,1.164089286,Seasonal,C
IND,00042598A,"REDU NIPPLE 1 1/2""X3/4""BSP",04-01-2023,03-01-2025,7.5,6.256425269,0.695873016,8,24,3,Lumpy,1.321916557,Lumpy,C
IND,426050,CRANK ASSY G/D LF01100/LG01080,04-01-2023,10-01-2024,24.42857143,20.28018033,0.689203516,7,19,2.714285714,Lumpy,1.264355891,Lumpy,C
IND,426070,NEEDLE ROLLER DIA3X13.8 LG01,04-01-2023,03-01-2025,2002.785714,4368.136659,4.756893893,14,24,1.714285714,Lumpy,1.309119078,Lumpy,C
IND,426320,"SEAT VALVE NRV 1 1/2""BSP",04-01-2023,03-01-2025,37.04347826,22.15334627,0.357647468,23,24,1.043478261,Smooth,1.084746783,Seasonal,C
IND,00042658A,"ERMETO 1/4""X1/4""BSP ZYP",04-01-2023,03-01-2025,25.38461538,31.17835377,1.508569024,13,24,1.846153846,Lumpy,0.708383193,Lumpy,C
IND,00042659A,"ERMETO 1/4""X1/8""BSP SS15 BG",04-01-2023,03-01-2025,23.85,30.73533026,1.660729887,20,24,1.2,Erratic,0.539915657,Erratic,C
IND,426600,BUSH CENTERING SS TS HP SP,04-01-2023,03-01-2025,77.41666667,50.70024155,0.428895136,24,24,1,Smooth,0.974628459,Smooth,C
IND,00042661A,DISC END SS TS LB,04-01-2023,03-01-2025,3.555555556,2.920235911,0.674560547,9,24,2.666666667,Lumpy,0.618600947,Lumpy,C
IND,428410,SEAL OIL B55X85X10 HV20/25/30,04-01-2023,02-01-2025,2.384615385,1.894661867,0.631286854,13,23,1.769230769,Lumpy,0.980366963,Lumpy,C
IND,00042843A,GASKET 0.75C/CASE TO 127CYL HV,04-01-2023,02-01-2025,17.52941176,23.2382165,1.757401131,17,23,1.352941176,Lumpy,0.58672751,Lumpy,C
IND,428900,PISTON ASSY 127 HV TRC2507,04-01-2023,03-01-2025,7.9,9.667634555,1.497567023,20,24,1.2,Erratic,0.758997206,Erratic,B
IND,429430,C/SHAFT LG01100/11100 OF01070,04-01-2023,02-01-2025,2.066666667,1.437590577,0.483870968,15,23,1.533333333,Intermittent,0.685109919,Intermittent,C
IND,430550,VALVE ASSY UL PSW,04-01-2023,03-01-2025,55.95833333,31.40406948,0.314950511,24,24,1,Smooth,1.258949477,Seasonal,B
IND,430790,PULLER ASSY FOR COUPLING HUBS,04-01-2023,12-01-2024,2,1.247219129,0.388888889,10,21,2.1,Intermittent,0.642005747,Intermittent,C
IND,431980,GASKET FLY END TS10,04-01-2023,03-01-2025,59.16666667,35.60858063,0.362205567,24,24,1,Smooth,1.240514102,Seasonal,C
IND,431990,GASKET FREE END TS10,04-01-2023,03-01-2025,51.66666667,26.89216253,0.270913451,24,24,1,Smooth,1.177245139,Seasonal,C
IND,00043210A,"ERMETO 1""BSP TRC1000MN",04-01-2023,03-01-2025,32.30769231,45.55287151,1.988014928,13,24,1.846153846,Lumpy,0.774001471,Lumpy,C
IND,00043217A,"NIPPLE PIPE 1 1/4""BSP EXPORT",04-01-2023,03-01-2025,11.28571429,11.30107454,1.002723922,21,24,1.142857143,Erratic,0.988494617,Erratic,C
IND,432180,BUSH RUBBER I/L AIR FILTER B,04-01-2023,03-01-2025,144.75,71.48563249,0.243893588,24,24,1,Smooth,1.203429389,Seasonal,C
IND,432280,PULLEY MOTOR TS10 LB,04-01-2023,03-01-2025,2.347826087,1.465006846,0.389356528,23,24,1.043478261,Smooth,1.143091356,Seasonal,C
IND,432330,RUBBER BEEDING DRY FILTER,04-01-2023,03-01-2025,1834,508.9159835,0.077000495,24,24,1,Smooth,1.247839732,Seasonal,B
IND,00043240A,BUSH DIA18 GP TS10/12/15 SPAR,04-01-2023,03-01-2025,4.666666667,5.05125247,1.1716141,12,24,2,Lumpy,1.332761307,Lumpy,C
IND,439170,SEAL OIL B65X90X10 HV40,04-01-2023,03-01-2025,23.76470588,51.87428242,4.764741202,17,24,1.411764706,Lumpy,0.215752921,Lumpy,C
IND,439260,WASHER CU I/L & DV HV20/25/30,04-01-2023,03-01-2025,185.2916667,258.4881595,1.94611963,24,24,1,Erratic,1.270813709,Seasonal,C
IND,439270,WASHER CU CYL HEAD TO CAP HV,04-01-2023,03-01-2025,88.08695652,138.5286032,2.473179856,23,24,1.043478261,Erratic,1.327940054,Seasonal,C
IND,440160,CONN SQ TS07 10 LB HP,04-01-2023,03-01-2025,4.6,6.426507605,1.951795841,5,24,4.8,Lumpy,1.36418755,Lumpy,C
IND,440680,GASKET 127CYL TO HEAD HV 0.8T,04-01-2023,03-01-2025,13.65,24.03566429,3.100608665,20,24,1.2,Erratic,0.635651876,Erratic,C
IND,441470,"NIPPLE 3/8""BSPX30",04-01-2023,04-01-2024,1,0,0,2,13,6.5,Intermittent,1,NC,C
IND,443710,ELEMENT ASSY AIR FILTER SS02,04-01-2023,03-01-2025,529.4583333,138.9075323,0.068831624,24,24,1,Smooth,1.16923711,Seasonal,B
IND,445330,GASKET 127 C/H TO DAMP PIPE 2T,04-01-2023,03-01-2025,23.3125,40.22058967,2.976591029,16,24,1.5,Lumpy,1.237418753,Lumpy,C
IND,445570,GASKET FREE END COVER HV 0.8T,04-01-2023,02-01-2025,4.714285714,6.824326236,2.095500459,7,23,3.285714286,Lumpy,1.279777568,Lumpy,C
IND,445610,GASKET 197CYL TO HEAD HV20 0.8,04-01-2023,02-01-2025,43.42857143,67.53542009,2.418310849,14,23,1.642857143,Lumpy,1.189300856,Lumpy,C
IND,445730,GASKET 197CYL HEAD TO I/C HV 1,04-01-2023,02-01-2025,77.38095238,127.8387563,2.729335555,21,23,1.095238095,Erratic,1.283942582,Seasonal,C
IND,445880,GASKET FLY END COVER HV 0.8T,04-01-2023,02-01-2025,4.285714286,6.969320524,2.644444444,7,23,3.285714286,Lumpy,0.275853904,Lumpy,C
IND,447480,PIN STEADY 6CD4UC/3UC LG3CDB,04-01-2023,03-01-2024,136.6666667,117.1893055,0.735276621,3,12,4,Lumpy,1.284270074,NC,C
IND,447820,O-RING ID18.7 X 3.6,04-01-2023,02-01-2025,64.16666667,50.23710448,0.612957328,6,23,3.833333333,Lumpy,1.147173276,Lumpy,C
IND,448200,GASKET CYL HEAD TO FLG 4UC 1.6,04-01-2023,03-01-2025,108.15,140.7881107,1.694645701,20,24,1.2,Erratic,0.920407001,Erratic,C
IND,462100,PKG VALVE FLAT TO CYL BP07/10,04-01-2023,03-01-2025,70.25,53.04243584,0.570104229,24,24,1,Erratic,0.762320955,Erratic,C
IND,00046210A,GASKET 0.5 100DIA V/F TO HEAD,04-01-2023,03-01-2025,62.20833333,47.99545193,0.595254982,24,24,1,Erratic,0.976716193,Erratic,C
IND,463610,KEY 12.7X12.7X76.7 TRC1000DCM,04-01-2023,10-01-2024,27.6,24.76489451,0.805109221,5,19,3.8,Lumpy,1.181842853,Lumpy,C
IND,463760,GASKET O.8 LP CYL TO HEAD DCM,04-01-2023,02-01-2025,3.5,4.324349662,1.526530612,6,23,3.833333333,Lumpy,1.309045296,Lumpy,C
IND,463780,GASKET 0.8 HP CYL TO HEAD DCM,04-01-2023,02-01-2025,3.5,4.324349662,1.526530612,6,23,3.833333333,Lumpy,1.309045296,Lumpy,C
IND,00046454A,RIVET DIA2.5X4.5 NAME PL,04-01-2023,04-01-2023,16,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,469550,S0LENOID VALVE ASSY 220V STD C,04-01-2023,03-01-2025,19.04166667,11.14520434,0.342583273,24,24,1,Smooth,1.04801855,Seasonal,B
IND,470010,"SILENCER ASSY 3/4""BSP HP03/05",04-01-2023,03-01-2025,13.91666667,7.955947552,0.326823572,24,24,1,Smooth,0.942937205,Smooth,C
IND,00047001A,"SILENCER ASSY1/2""BSP TS15/SS15",04-01-2023,02-01-2025,6.095238095,4.437395203,0.529998779,21,23,1.095238095,Erratic,0.740558823,Erratic,C
IND,00047004A,STUD M12X86 100CYL SS10 BG,04-01-2023,03-01-2025,7.909090909,6.122982042,0.599339411,11,24,2.181818182,Lumpy,1.180071339,Lumpy,C
IND,470500,SEAL OIL 90X110X12 LG3CDB,04-01-2023,12-01-2024,34.27272727,34.14700839,0.992677075,11,21,1.909090909,Lumpy,1.303867093,Lumpy,B
IND,470920,SHIM 0.2 EX45000/6000,04-01-2023,03-01-2025,74.85,123.3340671,2.715079164,20,24,1.2,Erratic,1.192294604,Seasonal,C
IND,00047092A,SHIM 0.4 EX4500/6000,04-01-2023,03-01-2025,74.75,123.2446753,2.718403597,20,24,1.2,Erratic,1.19321573,Seasonal,C
IND,477720,PISTON & GP DIA50 TS02/03,04-01-2023,03-01-2025,70.70833333,22.89385558,0.104832677,24,24,1,Smooth,0.973897431,Smooth,B
IND,477730,PISTON & GP DIA60 TS05/07,04-01-2023,03-01-2025,123.7083333,77.57491704,0.393228266,24,24,1,Smooth,1.191888814,Seasonal,B
IND,477750,PISTON & GP DIA70 SS02/03/05,04-01-2023,03-01-2025,115.5833333,33.20020517,0.082507059,24,24,1,Smooth,1.097996056,Seasonal,B
IND,477770,PISTON & GP DIA100 SS07/10,04-01-2023,03-01-2025,145.7916667,107.6350433,0.545057071,24,24,1,Erratic,1.074655551,Seasonal,A
IND,477800,PISTON & GP DIA127 SP10/12/15,04-01-2023,01-01-2025,2.5,2.681847813,1.150769231,14,22,1.571428571,Lumpy,1.308190963,Lumpy,C
IND,477830,PISTON & GP DIA197 6CD4UC/3UC,04-01-2023,12-01-2024,20.4,20.96134008,1.055790508,10,21,2.1,Lumpy,0.730482024,Lumpy,B
IND,477890,PISTON & GP DIA70 LG02 BP02,04-01-2023,03-01-2025,26.41666667,17.21454559,0.424653877,24,24,1,Smooth,1.191724908,Seasonal,B
IND,477980,TUBE ASSY NRV TO PSW SS07 NO1,04-01-2023,03-01-2025,15.0952381,12.2552224,0.659116918,21,24,1.142857143,Erratic,0.738744711,Erratic,C
IND,478080,TUBE ASSY NRV TO PSW TS10 NO3,04-01-2023,02-01-2025,11.66666667,10.06644591,0.744489796,21,23,1.095238095,Erratic,1.140685165,Seasonal,C
IND,478400,PIPE ASSY RH LP CYL-I/C 1000MN,04-01-2023,03-01-2025,8.636363636,7.89542034,0.835773645,22,24,1.090909091,Erratic,1.237330607,Seasonal,C
IND,478420,PIPE ASSY I/C-HP CYL TRC1000MN,04-01-2023,03-01-2025,11.63636364,18.03315849,2.401646205,22,24,1.090909091,Erratic,1.314898908,Seasonal,B
IND,478430,PIPE ASSY HP CYL-A/C TRC1000MN,04-01-2023,02-01-2025,11.05555556,17.07930369,2.386597486,18,23,1.277777778,Erratic,1.31296068,Seasonal,B
IND,479240,"BVS ASSY 3/4""BSP HP03/05/07/10",04-01-2023,08-01-2024,4.75,2.986078811,0.395198523,4,17,4.25,Intermittent,1.285905337,Intermittent,C
IND,481220,"PLUG DRAIN 3/8""BSP CRC150",04-01-2023,03-01-2025,52.75,51.12100491,0.939190815,8,24,3,Lumpy,1.16025183,Lumpy,C
IND,510060,VALVE BREATHER,04-01-2023,03-01-2025,1726.25,518.6411384,0.090266487,24,24,1,Smooth,0.976579878,Smooth,B
IND,510370,KEY 10X8X60 SS07/10/15 TS05/07,04-01-2023,02-01-2025,8.666666667,7.749877809,0.799623453,12,23,1.916666667,Lumpy,0.464168873,Lumpy,C
IND,510380,"NUT CONN 1 1/4""BSP I/C SS07/10",04-01-2023,03-01-2025,16.54166667,12.03248923,0.529117875,24,24,1,Erratic,0.720539118,Erratic,C
IND,00051038A,"NUT CONTG 1 1/4""BSP EXP D36",04-01-2023,03-01-2025,11.15789474,6.247338615,0.313491357,19,24,1.263157895,Smooth,0.961705574,Smooth,C
IND,510850,RING O 5.28X1.78 SS15 HV HP,04-01-2023,02-01-2025,142,187.024731,1.734688058,9,23,2.555555556,Lumpy,1.16803783,Lumpy,C
IND,00051123A,"NIPPLE HEX 3/4""X3/4""BSPX40 ZYP",04-01-2023,03-01-2025,22.35714286,35.64484458,2.541913965,14,24,1.714285714,Lumpy,1.352459206,Lumpy,C
IND,512010,DIAPHRAGM DIA86X3.5 PSW,04-01-2023,03-01-2025,28.52173913,18.35476051,0.414138339,23,24,1.043478261,Smooth,0.978497107,Smooth,C
IND,513100,"CONE ERMETO DIA1/4"" PR LINE",04-01-2023,03-01-2025,54.54545455,45.5785322,0.698238095,22,24,1.090909091,Erratic,1.265205435,Seasonal,C
IND,00051311A,"NUT ERMETO 1/4""BSP PR LINE ZYP",04-01-2023,03-01-2025,66.60869565,44.93807773,0.455163181,23,24,1.043478261,Smooth,0.841309302,Smooth,C
IND,513440,"IND OIL LEVEL 1 1/4""BSP-W/SHET",04-01-2023,03-01-2025,1784.083333,453.7404848,0.064682201,24,24,1,Smooth,1.03281681,Seasonal,A
IND,514180,GP DIA18 DIA60 PISTON,04-01-2023,03-01-2025,32.23076923,46.72464347,2.101602862,13,24,1.846153846,Lumpy,0.292789496,Lumpy,C
IND,514500,STUD M12X96 100CYL B/G FIXING,04-01-2023,03-01-2025,19.57142857,37.82793123,3.735769975,7,24,3.428571429,Lumpy,0.204011698,Lumpy,C
IND,00051456A,STUD M12X45 100CYL B/G FIXING,04-01-2023,03-01-2025,91.8,184.5985434,4.043627833,10,24,2.4,Lumpy,1.365939587,Lumpy,C
